Gene,DEG
Gm19610,DOWN
Elobl,DOWN
A230065N10Rik,DOWN
B230334C09Rik,DOWN
Gm26521,DOWN
Gm9008,DOWN
Gm32219,DOWN
Zfp853,DOWN
Gm12786,DOWN
Haspin,DOWN
Gm47938,DOWN
Plppr5,DOWN
Gm35189,DOWN
AC159282.1,DOWN
Gm36595,DOWN
Parvaos,DOWN
Gm16499,DOWN
Dchs2,DOWN
Gm15691,DOWN
Panct2,DOWN
Gm42303,DOWN
Izumo1r,DOWN
Grip1os3,DOWN
Gm44949,DOWN
Gm48893,DOWN
Gm47432,DOWN
Gm13470,DOWN
Gm26666,DOWN
Gm34388,DOWN
Gm16130,DOWN
Tedc1,DOWN
Adgra1,DOWN
Gm10680,DOWN
Gm10010,DOWN
Gm45645,DOWN
Gm1070,DOWN
Gm26737,DOWN
Gm8251,DOWN
Gm40841,DOWN
Alkbh3os1,DOWN
Dnah7c,DOWN
Gm30075,DOWN
Ifit1bl2,DOWN
Gm21817,DOWN
Gm14396,DOWN
Gm20548,DOWN
Gm13411,DOWN
AC158922.1,DOWN
1110002E22Rik,DOWN
Gm29050,DOWN
9630041A04Rik,DOWN
Gm26574,DOWN
Gm35386,DOWN
Gm45515,DOWN
Gm16144,DOWN
Jhy,DOWN
Igkv4-74,DOWN
Igkv4-80,DOWN
Igkv15-103,DOWN
Igkv17-121,DOWN
Igkv3-10,DOWN
Igkv12-98,DOWN
Gal3st2c,DOWN
Igkv1-135,DOWN
Gm34586,DOWN
Ighv14-2,DOWN
Igkv12-44,DOWN
Gm45272,DOWN
Gm20052,DOWN
4930538E20Rik,DOWN
Pramef20,DOWN
Gm30292,DOWN
Gm44621,DOWN
Igkv12-46,DOWN
Igkv3-2,DOWN
Gm10113,DOWN
Igkv19-93,DOWN
Igkv14-130,DOWN
Ighv3-1,DOWN
Gm39465,DOWN
Gm11639,DOWN
Gm15507,DOWN
Gm14820,DOWN
Gm35082,DOWN
Gm13089,DOWN
AI481877,DOWN
Ighv8-12,DOWN
Ighv1-9,DOWN
Obox7,DOWN
Gm16299,DOWN
Ighv1-80,DOWN
Gm47066,DOWN
BC023719,DOWN
Gm48775,DOWN
Ighv1-52,DOWN
Ighv5-17,DOWN
Gm47923,DOWN
Gm42848,DOWN
Gm2479,DOWN
Igkv4-63,DOWN
Gm47475,DOWN
Igkv2-112,DOWN
Gm6205,DOWN
Gm44732,DOWN
Gm48704,DOWN
Iglv2,DOWN
Ighv2-9-1,DOWN
Gm17120,DOWN
Gm45903,DOWN
Ighv6-6,DOWN
Ighg2c,DOWN
Smco3,DOWN
9830004L10Rik,DOWN
Gm30052,DOWN
Gm11381,DOWN
Gm15353,DOWN
Gm47117,DOWN
Igkv8-30,DOWN
Gm20395,DOWN
Gm40438,DOWN
0610033M10Rik,DOWN
Gm47272,DOWN
Ighv1-19,DOWN
AL589670.4,DOWN
Gm20319,DOWN
Igkv3-7,DOWN
Igkv8-24,DOWN
Gm31452,DOWN
Gm3106,DOWN
Gm44753,DOWN
Gm34368,DOWN
Gm45752,DOWN
BC048559,DOWN
Gm36307,DOWN
Gm14664,DOWN
Fsip2,DOWN
Gm32633,DOWN
Ighv1-76,DOWN
Gm43303,DOWN
Gm29811,DOWN
AC161812.1,DOWN
Cdc34b,DOWN
Gm45587,DOWN
Gm30302,DOWN
Gm31925,DOWN
Gm29483,DOWN
Gm19410,DOWN
Gm45601,DOWN
Iglc2,DOWN
Gm12002,DOWN
Gm26714,DOWN
Arhgap15os,DOWN
Gm15945,DOWN
Sycp2l,DOWN
4731419I09Rik,DOWN
Fam90a1a,DOWN
Gm42817,DOWN
Gm26703,DOWN
Gm29776,DOWN
Gm29682,DOWN
Crocc2,DOWN
Gm20518,DOWN
Gm14377,DOWN
Gm28523,DOWN
Gm45714,DOWN
Gm2448,DOWN
7330423F06Rik,DOWN
Gm43618,DOWN
Gm10129,DOWN
Gm37261,DOWN
Gm47528,DOWN
Gm9825,DOWN
AC138765.2,DOWN
Gm5705,DOWN
Gm44186,DOWN
Gm29999,DOWN
Rplp0-ps1,DOWN
Gm38248,DOWN
Gm37548,DOWN
1700097M23Rik,DOWN
Gm19065,DOWN
Gm47180,DOWN
Gm36241,DOWN
Gm37274,DOWN
Cldn25-ps,DOWN
Gm28119,DOWN
AC169509.2,DOWN
Gm16332,DOWN
Gm15487,DOWN
Gm12219,DOWN
Gm7265,DOWN
AC121577.1,DOWN
Fbxw23,DOWN
Gm5828,DOWN
Gm15754,DOWN
Gm9553,DOWN
Lrp8os3,DOWN
Gm43769,DOWN
CT025618.1,DOWN
AC127371.2,DOWN
CT030238.3,DOWN
Gm45540,DOWN
AC139758.2,DOWN
Gm14004,DOWN
Gm9560,DOWN
Platr32,DOWN
Gm37266,DOWN
Gm42109,DOWN
Gm47182,DOWN
Gm43482,DOWN
Gm4755,DOWN
Gm14671,DOWN
Gm44133,DOWN
Gm43574,DOWN
Gm47052,DOWN
Gm37411,DOWN
Gm32996,DOWN
Serpina3d-ps,DOWN
AC116596.2,DOWN
E230020D15Rik,DOWN
Gm36401,DOWN
Gm18190,DOWN
4833422M21Rik,DOWN
Gm44567,DOWN
Gm44021,DOWN
Gm43789,DOWN
Gm5841,DOWN
Gm38230,DOWN
9330154J02Rik,DOWN
AC125328.1,DOWN
Gm26512,DOWN
Gm19552,DOWN
Gm47580,DOWN
Gm42664,DOWN
Gm14376,DOWN
AC116950.1,DOWN
Gm37176,DOWN
Gm29438,DOWN
AC133076.2,DOWN
Gm47148,DOWN
Gm13986,DOWN
Gm45110,DOWN
Gm38372,DOWN
Sgol2a,DOWN
Gm44154,DOWN
Gm38020,DOWN
Gm47826,DOWN
Gm42778,DOWN
Gm38104,DOWN
Gm6108,DOWN
Gm10344,DOWN
Gm17970,DOWN
Gm42549,DOWN
Gm43843,DOWN
Gm18765,DOWN
B930095G15Rik,DOWN
Gm42717,DOWN
Adgrd2-ps,DOWN
Gm7435,DOWN
Gm37317,DOWN
AC147366.2,DOWN
BC022960,DOWN
E030022I16Rik,DOWN
Gm47687,DOWN
Gm37891,DOWN
Gm45884,DOWN
Gm37776,DOWN
2310014F06Rik,DOWN
A930037H05Rik,DOWN
Gm15246,DOWN
Gm38057,DOWN
Gm45457,DOWN
Gm43923,DOWN
Gm38114,DOWN
Gm11870,DOWN
Gm43185,DOWN
Gm36989,DOWN
Gm42635,DOWN
Gm43300,DOWN
Gm37303,DOWN
Gm38387,DOWN
2810030D12Rik,DOWN
Gm5834,DOWN
Gm9939,DOWN
Gm37914,DOWN
Gm45309,DOWN
Gm44168,DOWN
Gm45743,DOWN
Gm36936,DOWN
2900060N12Rik,DOWN
Gm37570,DOWN
Gm16574,DOWN
Gm47483,DOWN
Gm43138,DOWN
Gm38077,DOWN
Gm45629,DOWN
Gm37121,DOWN
Gm13778,DOWN
Gm44321,DOWN
Gm44907,DOWN
Gm14267,DOWN
